UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0673021V,UNIVERSITE DE STRASBOURG,4841 *,,26-I-1,MCF,Non,4,,,01/09/2023,23/02/2023,30/03/2023,"Europe, santé, environnement",Strasbourg,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4551 *,,26-I-1,MCF,Non,4,,,01/09/2023,23/02/2023,30/03/2023,"Sociologie politique, Asie et extrême orient",Campus Porte des Alpes,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4429 *,,26-I-1,MCF,Non,4,,,01/09/2023,23/02/2023,30/03/2023,Sociologie politique de l'international,Lyon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4748 *,20280,26-I-1,MCF,Non,4,,,01/09/2023,23/02/2023,30/03/2023,Sociologie politique quantitative,Paris,
0756305W,UNIVERSITE PARIS PANTHEON ASSAS,17 *,0400MCF0404,26-I-1,MCF,Non,4,,,01/09/2023,23/02/2023,30/03/2023,,Paris,
0761904G,UNIVERSITE DE ROUEN,4652 *,,26-I-1,MCF,Non,4,,,01/09/2023,23/02/2023,30/03/2023,Relations internationales Politique comparée,Rouen Pasteur,
0801344B,UNIVERSITE D'AMIENS,4635 *,,26-I-1,MCF,Non,4,,,01/09/2023,23/02/2023,30/03/2023,METHODES QUANTITATIVES DANS L'ANALYSE DU POLITIQUE,POLE UNIVERSITAIRE CATHEDRALE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4798 *,CREATION,26-I-1,MCF,Non,4,,,01/09/2023,23/02/2023,30/03/2023,Sociologie politique de l'international.,NANTERRE,
0931827F,UNIVERSITE PARIS 8,4697 *,,26-I-1,MCF,Non,4,,,01/09/2023,23/02/2023,30/03/2023,Discriminations et inégalités,SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4706 *,,26-I-1,MCF,Non,4,,,01/09/2023,23/02/2023,30/03/2023,Politique des circulations transnationales,SAINT-DENIS,
0062205P,UNIVERSITE COTE D'AZUR,172 *,06 MCF 0614,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"Innovation, concurrence et entreprises",NICE,
0062205P,UNIVERSITE COTE D'AZUR,174 *,05 MCF 0257,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Économie industrielle et concurrence,NICE,
0130221V,I.E.P D'AIX-EN-PROVENCE,4068 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"Spécialisation en politiques environnementales en lien avec les thématiques relatives au commerce international (politiques commerciales, compétitivité industrielle, changement climatique)",IEP AIX EN PROVENCE,S
0134009M,UNIVERSITE AIX-MARSEILLE,1197 *,2248,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"Economie générale (microéconomie, macroéconomie)",Aix-en-Provence,
0141408E,UNIVERSITE DE CAEN,4582 *,,26-I-1,MCF,Non,5,6,,01/09/2023,23/02/2023,30/03/2023,Finance,CAEN,
0311383K,UNIVERSITE TOULOUSE 2,4671 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Sciences économiques appliquées au tourisme,TOULOUSE,
0333298F,UNIVERSITE DE BORDEAUX,747 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Économie des matières premières,Pessac,
0342490X,UNIVERSITE DE MONTPELLIER,82 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Microéconométrie,Montpellier,
0353074B,UNIVERSITE DE RENNES (EPE),18 *,MCF1195,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"Econométrie,méthodes d'analyse de données et de machine learning.Recherches sur le rôle des comportements/ perceptions dans la formationdes inégalités de santé, environnementales et numériques.",RENNES,
0383546Y,UNIVERSITE GRENOBLE ALPES,156,38355,26-I-1,MCF,Non,5,,,01/09/2023,15/02/2023,17/03/2023,"Politiques de l'emploi, politiques sociales",Grenoble,
0383546Y,UNIVERSITE GRENOBLE ALPES,157,,26-I-1,MCF,Non,5,,,01/09/2023,15/02/2023,17/03/2023,Économie de l'énergie,Grenoble,
0421095M,UNIVERSITE DE SAINT-ETIENNE,4419 *,0102,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,MICROÉCONOMIE APPLIQUÉE,SAINT-ETIENNE,S
0440139M,UNIV. NANTES (IUT NANTES),114 *,2141,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Économie,Nantes,
0450855K,UNIVERSITE D'ORLEANS,4534 *,MCF0433,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Sciences Économiques,IUT Orleans,
0490970N,UNIVERSITE D'ANGERS,4458,PTMCF0113,26-I-1,MCF,Non,5,,,01/09/2023,20/02/2023,24/03/2023,Economie numérique,ANGERS,
0511296G,UNIVERSITE DE REIMS,4540 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Sciences economiques---Economie de la santé / données de santé / territoires desanté,REIMS,
0511296G,UNIVERSITE DE REIMS,4542 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Sciences économique - Economie territoriale---Bioéconomie,Chalons en Champagne,
0542493S,UNIVERSITE DE LORRAINE,1615 *,05MCF0135,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Economie de l'information et du numérique,METZ,
0542493S,UNIVERSITE DE LORRAINE,1616 *,05MCF0446,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Economie des ressources naturelles,METZ,
0597239Y,UNIVERSITE DE LILLE,123 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Économie du changement démographique et des migrations,Villeneuve d'Ascq,
0597239Y,UNIVERSITE DE LILLE,134 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Économie du comportement et des politiques publiques,Lille,
0597239Y,UNIVERSITE DE LILLE,178 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Économie politique institutionnaliste - Economie de l'environnement et du développement durable,Lille,
0623957P,UNIVERSITE D'ARTOIS,4409 *,05MCF0487,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"Le poste correspond aux besoins pédagogiques de licence en microéconomie, économie industrielle et de l'innovation ainsi qu'aux besoins en matière de recherche de l'axe Decision-Making du LEM.",Faculte EGASS - ARRAS,
0623957P,UNIVERSITE D'ARTOIS,4410 *,05MCF0334,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"enseignements en microéconomie en licence et en microéconomie financière en master, prise de responsabilité dans le master MBFA, participation aux projets de l'axe FLOW du LEM",Faculte EGASS - ARRAS,
0673021V,UNIVERSITE DE STRASBOURG,4842 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Macroéconomie,Strasbourg,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4723,2686,26-I-1,MCF,Non,5,,,01/09/2023,20/02/2023,22/03/2023,Microéconomie appliquée,Villeurbanne,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4582 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Economie sociale et solidaire,Campus Berges du Rhone,
0694123G,ECOLE NORMALE SUPERIEURE DE LYON,4260 *,0294,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Maître de conférences (H/F): Économie en CPES Sciences et société (H/F),Lyon,
0694123G,ECOLE NORMALE SUPERIEURE DE LYON,4261 *,0189,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Maître de conférences (H/F): Economie,Lyon,
0750736T,UNIVERSITE PARIS-DAUPHINE,4309 *,130,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Economie,Paris,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4749 *,1944,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Economie financière / économétrie appliquée / économie internationale / économie spatiale / économie du développement / économie du travail,Maison des Sciences Economiques,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4750 *,2475,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Développement durable,Maison des Sciences Economiques,
0755976N,UNIVERSITE PARIS CITE,339,6538,26-I-1,MCF,Non,5,,,01/09/2023,02/02/2023,06/03/2023,Sciences économiques,Malakoff,S
0756305W,UNIVERSITE PARIS PANTHEON ASSAS,19 *,0500MCF0208,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"Economie du droit, économie industrielle, économie publique, économie internationale",Paris,
0761904G,UNIVERSITE DE ROUEN,4653 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Socio-économie des Territoires (Nord / Sud),Rouen Pasteur,
0762762P,UNIVERSITE DU HAVRE,4197 *,183,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Enseignements: Licence (micro et macro) et Master (développement durable)Recherche: Intégration au sein du laboratoire EDEHNIntégration au collectif et prise de responsabilités pédagogiques.,Universite Le Havre Normandie,
0762762P,UNIVERSITE DU HAVRE,4199 *,025,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"Enseignements:Licence et master, quantitatifs (maths,stats,analyse de données, économétrie) Recherche: Intégration au sein du laboratoire EDEHN.Intégration au collectif et prise de Resp. pédagogiques",Universite Le Havre Normandie,
0772894C,UNIVERSITE GUSTAVE EIFFEL,79 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Économie Appliquée,MEAUX,
0801344B,UNIVERSITE D'AMIENS,4637 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,ECONOMIE DE L'ENERGIE ET DE L'ENVIRONNEMENT,POLE UNIVERSITAIRE CATHEDRALE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4826 *,E2DE106639,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"Macroéconomie internationale, banque et économétrie financière",NANTERRE,
0931238R,UNIVERSITE PARIS 13,4488 *,0740,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Economie politique,Villetaneuse,
0931827F,UNIVERSITE PARIS 8,4664 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"Économie sociale, Économie politique, Économie écologique",SAINT-DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,5000 *,0860,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,Economie internationale,CAMPUS MAIL DES MECHES-MAISON DES LANGUE,
0952259P,CY CERGY PARIS UNIVERSITE,162 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,"Economie Générale. Sciences économiques niveau BUT, licence et master - conduire une recherche académique de haut niveau avec une capacité de publication dans les meilleures revues internationales.",IUT Site de Saint-Martin,
9710585J,UNIVERSITE DES ANTILLES,4480 *,,26-I-1,MCF,Non,5,,,01/09/2023,23/02/2023,30/03/2023,économie générale; macro-économie appliquée; développement insulaire,CAMPUS DE FOUILLOLE,
0062205P,UNIVERSITE COTE D'AZUR,168 *,06,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Management des organisations et de la créativité,NICE,
0062205P,UNIVERSITE COTE D'AZUR,173 *,71 MCF 8031,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Entreprenariat et innovation,NICE,
0062205P,UNIVERSITE COTE D'AZUR,177 *,06MCF1386,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Gestion des ressources humaines,NICE,
0134009M,UNIVERSITE AIX-MARSEILLE,1220 *,3085,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Finance d¿entreprise,Aix-en-Provence ou Marseille,
0134009M,UNIVERSITE AIX-MARSEILLE,1225 *,1939,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Enseignant Chercheur en Science de gestion,Aix-en-Provence,
0134009M,UNIVERSITE AIX-MARSEILLE,1226 *,1694,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"Management public, gestion des ressources humaines dans le secteur sanitaire et social",Aix-en-Provence,
0171463Y,UNIVERSITE DE LA ROCHELLE,4237 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,,LA ROCHELLE,
0211237F,UNIVERSITE DE DIJON,4732 *,E000001680,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Marketing,DIJON,
0271666P,UNIVERSITE DE ROUEN (IUT EVREUX),4643 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Stratégie et Organisation,Evreux,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4469 *,0600MCF1119,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Cf fiche,Brest,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4478 *,0600MCF1383,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Cf fiche,Brest,
0311086M,UNIV. TOULOUSE 3 (IUT),4824 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"Poste en Management des organisations-Sciences de Gestion : Marketing, marketing digital, commerce international, négociation",AUCH,
0311086M,UNIV. TOULOUSE 3 (IUT),4825 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"Spécialisé en théorie des organisations/relations industrielles, s insérera dans des thématiques sur les organisations capacitantes et l anthropocène.  Enseignements : Management d activités, GRH.",TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4672 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Management de l innovation et entreprenariat,TOULOUSE,
0313124C,UNIVERSITE TOULOUSE CAPITOLE (EPE),6,0129,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"-Comptabilité, contrôle, audit-Enseignement de niveau licence, master et programme doctoral en langue anglaise-Publications dans les revues académiques internationales de haut niveau",2 rue du Doyen Gabriel Marty,
0313124C,UNIVERSITE TOULOUSE CAPITOLE (EPE),7,0442,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"-Comptabilité, contrôle, audit-Enseignement de niveau licence, master et programme doctoral en langue anglaise -Publications dans les revues académiques internationales de haut niveau",2 rue du Doyen Gabriel Marty,
0313124C,UNIVERSITE TOULOUSE CAPITOLE (EPE),8,0604,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"-Gestion des ressources humaines-Enseignement de niveau licence, master et programme doctoral en langue anglaise -Publications dans les revues académiques internationales de haut niveau",2 rue du Doyen Gabriel Marty,
0313124C,UNIVERSITE TOULOUSE CAPITOLE (EPE),9,0620,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"-Gestion des ressources humaines-Enseignement de niveau licence, master et programme doctoral en langue anglaise -Publications dans les revues académiques internationales de haut niveau",2 rue du Doyen Gabriel Marty,
0313124C,UNIVERSITE TOULOUSE CAPITOLE (EPE),15,0236,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"-Stratégie-Enseignement de niveau licence, master et programme doctoral en langue anglaise.-Publications dans les revues académiques internationales de haut niveau.",2 rue du Doyen Gabriel Marty,
0333357V,IUT DE BORDEAUX,760 *,1563,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Gestion des ressources humaines,DEPARTEMENT GEA,
0342490X,UNIVERSITE DE MONTPELLIER,83 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Systèmes d¿Information,Montpellier,
0342490X,UNIVERSITE DE MONTPELLIER,84 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Finance d¿entreprise / Comptabilité Contrôle,Beziers,
0353074B,UNIVERSITE DE RENNES (EPE),17 *,MCF0602,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,-Ens: Licence et masters Monnaie Banque Finance Assurance.-Rech: Affiliation au CREM.Finance de marché/ d'entreprise/ responsable/ comportementale.Méthodes techniques quantitatives/ Data science.,RENNES,
0353074B,UNIVERSITE DE RENNES (EPE),23 *,MCF0447,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"Enseignements et travaux de recherches en stratégie des entreprises, innovation, management des PME et/ou entrepreneuriat, en lien avec les transitions environnementales et numériques",RENNES,
0353074B,UNIVERSITE DE RENNES (EPE),26 *,MCF0866,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"Gestion des Ressources humaines, Transitions numériques",RENNES,
0353074B,UNIVERSITE DE RENNES (EPE),29 *,MCF1013,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"Management logistique, Systèmes d'information",RENNES,
0370770L,UNIVERSITE DE TOURS (IUT TOURS),4645 *,0814,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"Sciences de Gestion, Gestion des ressources Humaines",TOURS,
0370800U,UNIVERSITE DE TOURS,4610 *,1203,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Gestion de projet et Systèmes d'Information,TOURS,
0381912X,INP DE GRENOBLE,4209 *,0681,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,entreprenariat et innovation,GRENOBLE,
0383546Y,UNIVERSITE GRENOBLE ALPES,158,37649,29,MCF,Non,6,,,01/09/2023,15/02/2023,17/03/2023,Marketing,Grenoble,
0383546Y,UNIVERSITE GRENOBLE ALPES,172,38290,26-I-1,MCF,Non,6,,,01/09/2023,15/02/2023,17/03/2023,"Management interculturel, organisation et pratiques de travail",Grenoble et Valence,
0420957M,UNIV. SAINT-ETIENNE (IUT ST ETIENNE),4428 *,0073,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,management,IUT ST ETIENNE,
0420957M,UNIV. SAINT-ETIENNE (IUT ST ETIENNE),4429 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Marketing,IUT ST ETIENNE,S
0421095M,UNIVERSITE DE SAINT-ETIENNE,4420 *,0906,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,SCIENCES DE GESTION ET DU MANAGEMENT,SAINT-ETIENNE,
0450855K,UNIVERSITE D'ORLEANS,4535 *,MCF0806,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Comptabilité - Contrôle - Management Stratégique - Management des systèmes d'information,UFR Droit Economie Gestion,
0460697H,UNIV. TOULOUSE 2 (IUT FIGEAC),4673 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Marketing,FIGEAC,
0490970N,UNIVERSITE D'ANGERS,4459,PTMCF0517,26-I-1,MCF,Non,6,,,01/09/2023,20/02/2023,24/03/2023,Sciences de gestion - spécialité Comptabilité Contrôle Audit (CCA),ANGERS,
0490970N,UNIVERSITE D'ANGERS,4460,PTMCF1243,26-I-1,MCF,Non,6,,,01/09/2023,20/02/2023,24/03/2023,Sciences de gestion mondes chinois et asiatiques,ANGERS,
0490970N,UNIVERSITE D'ANGERS,4461,PTMCF1281,26-I-1,MCF,Non,6,,,01/09/2023,20/02/2023,24/03/2023,Sciences de gestion - Responsabillité sociétale et écologique transition écologique-Qualité,ANGERS,
0490970N,UNIVERSITE D'ANGERS,4462,PTMCF1437,26-I-1,MCF,Non,6,,,01/09/2023,20/02/2023,24/03/2023,Sciences de gestion - Organisation et Ressources Humaines,ANGERS,
0511296G,UNIVERSITE DE REIMS,4535 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,GRH,REIMS,
0511296G,UNIVERSITE DE REIMS,4543 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Sciences de gestion - Marketing---Marketing culturel / de la transition écologique / de lasanté,REIMS,
0511296G,UNIVERSITE DE REIMS,4545 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Sciences de gestion - profil Management / RH,TROYES,
0542493S,UNIVERSITE DE LORRAINE,1607 *,06MCF0129,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Sciences de Gestion,EPINAL,
0542493S,UNIVERSITE DE LORRAINE,1608 *,06MCF0189,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Finance,METZ,
0542493S,UNIVERSITE DE LORRAINE,1618 *,06MCF0483,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Finance,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1633 *,06MCF0861,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Sciences de gestion,METZ,
0561718N,UNIVERSITE DE BRETAGNE SUD (LORIENT),4204 *,0965,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Systèmes d¿information ¿ orientation « Data »,VANNES,
0561718N,UNIVERSITE DE BRETAGNE SUD (LORIENT),4218 *,0969,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Marketing,VANNES,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,105 *,564,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,,Les Tertiales,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,108 *,61,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,,site Mont Houy,
0597239Y,UNIVERSITE DE LILLE,153 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Marketing,Lille,
0597239Y,UNIVERSITE DE LILLE,155 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Comptabilité Contrôle Audit,Lille,
0597239Y,UNIVERSITE DE LILLE,156 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Ressources Humaines et Management de l'innovation,Lille,
0623957P,UNIVERSITE D'ARTOIS,4411 *,06MCF0039,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"Management stratégique (Stratégie- Entrepreneuriat et comportement organisationnel), direction pédagogique du Master entrepreneuriat, participation aux projets du laboratoire, publiant(e).",Faculte EGASS - ARRAS,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,73 *,MCF0526,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"Enseignement : Cours de comptabilité et contrôle de gestion niveau licence et master, assurés en français et en anglais. Capacité à porter des projets.Recherche:Comptabilité ou contrôle de gestion.",Clermont-Ferrand,
0640251A,UNIVERSITE DE PAU,4294,,26-I-1,MCF,Non,6,,,01/09/2023,10/02/2023,16/03/2023,"Enseignement:Management en Licence Economie Gestion, Double Licence Droit-Economie de Gestion à l'International et LP ""Accompagnement et gestion de PME"".Recherche:Sciences de Management au LiREM",Bayonne,
0660586D,UNIV. PERPIGNAN (IUT PERPIGNAN),4283 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Marketing,IUT-CARCASONNE,
0673021V,UNIVERSITE DE STRASBOURG,4843 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Gestion,Schiltigheim,
0681166Y,UNIVERSITE DE MULHOUSE,4320 *,06 MCF 0034,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Marketing / Comportement du consommateur,Fac de Marketing et d'Agrosciences,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4701,2675,26-I-1,MCF,Non,6,26,,01/09/2023,20/02/2023,22/03/2023,Approche quantitative pour la finance de marché et la finance d'entreprise,Villeurbanne,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4580 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Finance d entreprise,Campus Berges du Rhone,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4430 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Management socio-économique,Lyon,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4431 *,,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Entrepreneuriat et management stratégique,Lyon,
0711372F,UNIV. DIJON (IUT LE CREUSOT),4735 *,E000000595,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Responsabilité sociale de l entreprise (RSE),LE CREUSOT,
0720083Z,UNIV. LE MANS (IUT LE MANS),4408 *,0600MCF0234,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,Gestion comptable et financière,LE MANS,S
0720916E,UNIVERSITE DU MANS,4399 *,0600MCFCREA,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"Gestion de projet, Management et Soft skills",LE MANS,S
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4373 *,660,26-I-1,MCF,Non,6,,,01/09/2023,23/02/2023,30/03/2023,"E:Marketing, Etudes de marché quantitatives, Comportement du consommateur.R:Insertion des recherches dans les axes ECDT ou IDO du laboratoire IREGE.",ANNECY,S
