UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0251215K,UNIVERSITE DE BESANCON,4690 *,0818,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie cognitive,BESANCON,
0271666P,UNIVERSITE DE ROUEN (IUT EVREUX),4644 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie du développement,Evreux,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4474 *,1600MCF1388,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,"Psychologie du développement, psychologie cognitive et des apprentissages",Brest,
0311383K,UNIVERSITE TOULOUSE 2,4683 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie gérontologie clinique et enjeux psychiques du vieillissement,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4684 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie de l Interculturation,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4685 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie clinique du sujet âgé et de sa famille,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4686 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie du développement et de la socialisation,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4687 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,psychopathologie développementale,TOULOUSE,
0333298F,UNIVERSITE DE BORDEAUX,755 *,,29,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Méthodes et traitement des données en psychologie,Campus Victoire - Bordeaux,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4364 *,230,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie et psychopathologie cliniques psychanalytiques : approches individuelles et/ou groupales,Montpellier/Beziers,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4365 *,236,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie du développement et psychopathologie développementale,Montpellier/Beziers,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4366 *,232,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,"Neuropsychologie clinique intégrative, adulte et personne âgée",Montpellier/Beziers,
0350937D,UNIVERSITE RENNES 2,4463 *,0136,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie sociale et méthodologie,RENNES,
0350937D,UNIVERSITE RENNES 2,4465 *,0148,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie sociale et statistiques,RENNES,
0350937D,UNIVERSITE RENNES 2,4466 *,0846,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychopathologie clinique,RENNES,
0350937D,UNIVERSITE RENNES 2,4467 *,0859,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie différentielle,RENNES,
0370770L,UNIVERSITE DE TOURS (IUT TOURS),4646 *,1263,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie du développement,TOURS,
0370800U,UNIVERSITE DE TOURS,4621 *,0939,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie clinique et pathologique,Tours,
0370800U,UNIVERSITE DE TOURS,4622 *,0940,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie du développement,Tours,
0370800U,UNIVERSITE DE TOURS,4623 *,1527,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie cognitive et psychopathologie cognitive,Tours,
0383546Y,UNIVERSITE GRENOBLE ALPES,182,37724,26-I-1,MCF,Non,16,,,01/09/2023,15/02/2023,17/03/2023,Psychologie clinique de l'enfant et de l'adolescent,Grenoble,
0442953W,NANTES UNIVERSITE,83 *,0415,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie clinique de la santé,Nantes,
0442953W,NANTES UNIVERSITE,84 *,0470,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie sociale et environnementale,Nantes,
0442953W,NANTES UNIVERSITE,85 *,1174,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychopathologie développementale,Nantes,
0442953W,NANTES UNIVERSITE,86 *,1497,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,"Méthodologie, Statistique et sciences ouvertes appliquées à la psychologie",Nantes,
0442953W,NANTES UNIVERSITE,90 *,2096,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie,Nantes,
0490970N,UNIVERSITE D'ANGERS,4466,PTMCF0401,26-I-1,MCF,Non,16,,,01/09/2023,20/02/2023,24/03/2023,Psychologie Sociale,ANGERS,
0490970N,UNIVERSITE D'ANGERS,4467,PTMCF0467,26-I-1,MCF,Non,16,,,01/09/2023,20/02/2023,24/03/2023,"psychopathologie, psychologie clinique psychanalytique",ANGERS,
0511296G,UNIVERSITE DE REIMS,4534 *,,26-I-1,MCF,Non,16,69,,01/09/2023,23/02/2023,30/03/2023,Neurosciences---Cognition sociale,REIMS,
0561718N,UNIVERSITE DE BRETAGNE SUD (LORIENT),4215 *,0968,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Ergonomie,LORIENT,
0597239Y,UNIVERSITE DE LILLE,119 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie cognitive de l'éducation,Outreau,
0597239Y,UNIVERSITE DE LILLE,120 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie cognitive du langage,Villeneuve d'Ascq,
0597239Y,UNIVERSITE DE LILLE,175 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie de la santé,Villeneuve d'Ascq,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,96 *,MCF0807,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie clinique et/ou cognitive des troubles du spectre de l'autisme.,Clermont-Ferrand,
0673021V,UNIVERSITE DE STRASBOURG,4847 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychopathologie clinique psychanalytique,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4848 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie clinique spécialité thérapies comportementales et cognitives (TCC),Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4849 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie différentielle et psychométrie,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4850 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie de l'éducation,Strasbourg et Colmar,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4572 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Maître.sse de conférence en psychopathologie et psychologie clinique du handicap,Campus de Lyon et Bron,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4575 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Maître.sse de conférences en psychopathologie et psychologie clinique de la périnatalité,Campus de Lyon et Bron,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4577 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie Cognitive,Campus Porte des Alpes,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4578 *,,26-I-1,MCF,Non,16,69,,01/09/2023,23/02/2023,30/03/2023,Psychologie Cognitive,Campus Porte des Alpes,
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4377 *,77,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,"E:Enseignements principalement en psychopathologie clinique (théorie et pratique) de la L1 au M2.R:Psychopathologie, Psychologie Clinique et Processus Cognitifs, TCC, Prévention.",CHAMBERY,S
0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,4283 *,0299,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,PSYCHOLOGIE DU TRAVAIL,PARIS,
0755976N,UNIVERSITE PARIS CITE,343,5127,26-I-1,MCF,Non,16,,,01/09/2023,02/02/2023,06/03/2023,Psychologie sociale : Régulation des menaces et des opportunités,Boulogne,S
0755976N,UNIVERSITE PARIS CITE,344,5129,26-I-1,MCF,Non,16,69,,01/09/2023,02/02/2023,06/03/2023,Neurosciences et Psychophysiologie,Boulogne,S
0755976N,UNIVERSITE PARIS CITE,352,7151,26-I-1,MCF,Non,16,,,01/09/2023,02/02/2023,06/03/2023,Psychologie sociale,Boulogne,S
0755976N,UNIVERSITE PARIS CITE,353,7152,26-I-1,MCF,Non,16,,,01/09/2023,02/02/2023,06/03/2023,Psychologie sociale,Boulogne,S
0755976N,UNIVERSITE PARIS CITE,354,7153,26-I-1,MCF,Non,16,,,01/09/2023,02/02/2023,06/03/2023,Psychologie clinique et psychopathologie transculturelles,Boulogne,S
0755976N,UNIVERSITE PARIS CITE,363,5681,26-I-1,MCF,Non,16,,,01/09/2023,02/02/2023,06/03/2023,Psychologie clinique et psychopathologie des expériences du corps,Campus Grands Moulins,S
0755976N,UNIVERSITE PARIS CITE,364,5697,26-I-1,MCF,Non,16,,,01/09/2023,02/02/2023,06/03/2023,Psychopathologie et clinique des troubles du spectre autistique,Campus Grands Moulins,S
0801344B,UNIVERSITE D'AMIENS,4642 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,PSYCHOLOGIE DU TRAVAIL ET / OU ERGONOMIE,CAMPUS SUD CHEMIN DU THIL,
0801344B,UNIVERSITE D'AMIENS,4643 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,PSYCHOLOGIE COGNITIVE,CAMPUS SUD CHEMIN DU THIL,
0801344B,UNIVERSITE D'AMIENS,4644 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,PSYCHOLOGIE CLINIQUE ET PSYCHOPATHOLOGIE,CAMPUS SUD CHEMIN DU THIL,S
0811293R,INSTITUT NATIONAL UNIV. D'ALBI,4168 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie ergonomique,ALBI,
0860856N,UNIVERSITE DE POITIERS,4784 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychopathologie Clinique Psychanalytique victimologie et criminologie,Poitiers,
0860856N,UNIVERSITE DE POITIERS,4785 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,"Psychopathologie cognitive, therapie cognitivo-comportementale",Poitiers,
0860856N,UNIVERSITE DE POITIERS,4786 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie sociale de l education,Poitiers,
0900231M,U. BESANCON (IUT BELFORT-MONTBELIARD,4677 *,0569,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie sociale / Psychologie du travail,BELFORT-MONTBELIARD,
0900231M,U. BESANCON (IUT BELFORT-MONTBELIARD,4678 *,1260,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie sociale et du travail,BELFORT-MONTBELIARD,
0900231M,U. BESANCON (IUT BELFORT-MONTBELIARD,4679 *,0810,26-I-1,MCF,Non,16,70,,01/09/2023,23/02/2023,30/03/2023,Pratiques et problematiques des dynamiques socio-educatives,BELFORT-MONTBELIARD,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4832 *,E2DE101505,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie Sociale Expérimentale,NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4834 *,E2DE104563,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie du développement socio-émotionnel du jeune enfant,NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4835 *,E2DE101526,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,"Psychologie clinique empirique et thérapie cognitivo-comportementale (psychothérapie, processus, évaluation)",NANTERRE,
0931238R,UNIVERSITE PARIS 13,4494 *,0682,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie Clinique et psychopathologie psychanalytique,Villetaneuse,
0931827F,UNIVERSITE PARIS 8,4680 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Psychologie du développement troublé : évaluation et prise en charge,SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4681 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Neuropsychologie-Neurosciences,SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4682 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,"Maître de Conférences en Psychologie Clinique, Psychopathologie",SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4683 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,psychologie sociale,SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4702 *,,26-I-1,MCF,Non,16,,,01/09/2023,23/02/2023,30/03/2023,Ergonomie,SAINT-DENIS,
0211237F,UNIVERSITE DE DIJON,4731 *,E000001074,26-I-1,MCF,Non,17,,,01/09/2023,23/02/2023,30/03/2023,"Pratiques éducatives, éthique, inégalités et philosophie de l'éducation",DIJON,
0211237F,UNIVERSITE DE DIJON,4744 *,E000001443,26-I-1,MCF,Non,17,,,01/09/2023,23/02/2023,30/03/2023,"Philosophie contemporaine, philosophie allemande",DIJON,
0542493S,UNIVERSITE DE LORRAINE,1655 *,17MCF0602,26-I-1,MCF,Non,17,,,01/09/2023,23/02/2023,30/03/2023,Philosophie des sciences humaines et philosophie pratique,METZ,
0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,4267 *,,26-I-1,MCF,Non,17,,,01/09/2023,23/02/2023,30/03/2023,"Maître(sse) de conférences en Philosophie des Lumières (XVIIIe siècle), au sein du département de philosophie de l¿ENS, rattaché(e) à l¿UAR 3608 République des savoirs.",Paris,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,445,,26-I-1,MCF,Non,17,72,,01/09/2023,27/01/2023,03/03/2023,Histoire et philosophie des sciences biologiques et médicales,1 rue Victor Cousin,
0761904G,UNIVERSITE DE ROUEN,4658 *,,26-I-1,MCF,Non,17,,,01/09/2023,23/02/2023,30/03/2023,Histoire de la philosophie moderne,Mont-Saint-Aignan,
0931827F,UNIVERSITE PARIS 8,4679 *,,26-I-1,MCF,Non,17,,,01/10/2023,23/02/2023,30/03/2023,"Arts, esthétique et histoire de la philosophie",SAINT DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,5001 *,1141,26-I-1,MCF,Non,17,,,01/09/2023,23/02/2023,30/03/2023,"Esthétique, philosophie contemporaine",CRETEIL CAMPUS CENTRE,
0062205P,UNIVERSITE COTE D'AZUR,169 *,18 MCF 1503,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Nouvelles écritures audiovisuelles,NICE,
0134009M,UNIVERSITE AIX-MARSEILLE,1207 *,2169,26-I-1,MCF,Non,18,71,,01/09/2023,23/02/2023,30/03/2023,"Publics, politiques culturelles et médiation",Marseille,
0251215K,UNIVERSITE DE BESANCON,4691 *,0013,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,"Etudes theatrales, Histoire et esthetique",BESANCON,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4481 *,1800MCF1384,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Danse : pratiques et théories,Brest,
0301687W,UNIVERSITE DE NIMES,4216 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Design,NIMES,
0311383K,UNIVERSITE TOULOUSE 2,4688 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Etudes audiovisuelles Réalisations documentaires,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4689 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Théories de l art et pratiques de l exposition,TOULOUSE,
0331766R,UNIVERSITE BORDEAUX MONTAIGNE,4374 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,"Ethnomusicologie et musiques actuelles, en lien avec la didactique de la musique.",PESSAC,
0331766R,UNIVERSITE BORDEAUX MONTAIGNE,4375 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Arts plastiques,PESSAC,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4368 *,624,26-I-1,MCF,Non,18,22,,01/09/2023,23/02/2023,30/03/2023,Musicologie époque moderne (1600-1750),MONTPELLIER,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4369 *,092,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Arts plastiques : pratique du projet artistique,MONTPELLIER,
0350937D,UNIVERSITE RENNES 2,4455 *,0592,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Etudes théâtrales - dramaturgie contemporaine,Rennes,
0350937D,UNIVERSITE RENNES 2,4456 *,0719,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Esthétique et théorie du cinéma,Rennes,
0350937D,UNIVERSITE RENNES 2,4457 *,0799,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Histoire du cinéma,Rennes,
0370800U,UNIVERSITE DE TOURS,4624 *,0598,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Pratiques musicales contemporaines,Tours,
0383546Y,UNIVERSITE GRENOBLE ALPES,178,38048,26-I-1,MCF,Non,18,,,01/09/2023,15/02/2023,17/03/2023,Corps en scène,Grenoble et Valence,
0511296G,UNIVERSITE DE REIMS,4532 *,,26-I-1,MCF,Non,18,10,,01/09/2023,23/02/2023,30/03/2023,Etudes théâtrales,REIMS,
0597239Y,UNIVERSITE DE LILLE,111 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Pratique et théorie des arts plastiques,Villeneuve d'Ascq,
0623957P,UNIVERSITE D'ARTOIS,4413 *,18MCF0350,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Arts de la scène - Etudes théâtrales,UFR des Lettres et Arts - ARRAS,
0673021V,UNIVERSITE DE STRASBOURG,4851 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Musiques actuelles,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4852 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Arts de la scène,Strasbourg,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4568 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,"Histoire, analyse et théorie de la musique romantique",Site Rachais,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4571 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Pédagogie de la musique et transversalités artistiques,Site Rachais,
0694123G,ECOLE NORMALE SUPERIEURE DE LYON,4264 *,0071,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Maître de conférences (H/F): Histoire du cinéma européen,Lyon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4755 *,2119,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,"Design, Arts, Médias à l¿ère du numérique",Universite Paris 1 Pantheon-Sorbonne,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4391 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Études théâtrales : dramaturgies et scènes contemporaines,Campus Nation,S
0755976N,UNIVERSITE PARIS CITE,372,5856,26-I-1,MCF,Non,18,,,01/09/2023,02/02/2023,06/03/2023,"Cinéma Esthétique et théorie (du cinéma), analyse filmique",Campus Grands Moulins,S
0772894C,UNIVERSITE GUSTAVE EIFFEL,83 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Arts numériques (Théorie et pratique),CHAMPS-SUR-MARNE,
0860856N,UNIVERSITE DE POITIERS,4797 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,"Double specialisation en histoire, theorie, esthetique du cinema et en pratique/creation du documentaire sonore et audiovisuel",Poitiers/Angouleme,
0911975C,UNIVERSITE D'EVRY VAL D'ESSONNE,4308 *,EPE-0296,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,THEORIES ET PRATIQUES THEATRALES,EVRY,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4818 *,E2DE101561,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Cinéma et anthropologie visuelle.,NANTERRE,
0931827F,UNIVERSITE PARIS 8,4665 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,"Histoire et théorie de l¿art contemporain : écritures sur l¿art, théorie et histoire de la critique d'art et de la médiation",SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4668 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Pratique et théorie de l¿art contemporain,SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4671 *,,26-I-1,MCF,Non,18,,,01/09/2023,23/02/2023,30/03/2023,Théories et pratiques du cinéma et de l¿audiovisuel,SAINT-DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4998 *,1992,26-I-1,MCF,Non,18,71,,01/09/2023,23/02/2023,30/03/2023,"Arts et sciences de l¿information et de la communication / Recherche & création, Dispositifs de création et de médiation numériques","Campus de Senart , departement MMI",
0141408E,UNIVERSITE DE CAEN,4585 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Sociologie du numérique,IFS,
0251215K,UNIVERSITE DE BESANCON,4692 *,0370,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Socio-anthropologie des territoires et des populations vulnérables,BESANCON,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4486 *,1900-70MCF1330,26-I-1,MCF,Non,19,70,,01/09/2023,23/02/2023,30/03/2023,Sociologie,Rennes et Vannes,
0311383K,UNIVERSITE TOULOUSE 2,4690 *,,26-I-1,MCF,Non,19,5,,01/09/2023,23/02/2023,30/03/2023,Sociologie et socio-économie de l¿environnement,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4691 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Sociologie urbaine et relations sociales,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4692 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Analyse des réseaux sociaux et méthodes quantitatives,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4693 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,sociologie de l'Education et de la jeunesse,FIGEAC,
0333298F,UNIVERSITE DE BORDEAUX,750 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Sociologie / prévention et promotion de la santé,campus Carreire - Bordeaux,
0490769V,UNIV. ANGERS (IUT ANGERS),4468,PTMCF1449,26-I-1,MCF,Non,19,,,01/09/2023,20/02/2023,24/03/2023,Sociologie,ANGERS-CHOLET,
0511296G,UNIVERSITE DE REIMS,4536 *,,26-I-2,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Sociologie,REIMS,
0542493S,UNIVERSITE DE LORRAINE,1641 *,19-70MCF0021,26-I-1,MCF,Non,19,70,,01/09/2023,23/02/2023,30/03/2023,Sciences humaines et sociales appliquées à la santé / Santé publique / Promotion de la santé,NANCY,
0597239Y,UNIVERSITE DE LILLE,122 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Sociologie des inégalités environnementales et territoriales,Villeneuve d'Ascq,
0597239Y,UNIVERSITE DE LILLE,190 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,"Citoyenneté, mobilisations, transitions",Villeneuve d'Ascq,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,72 *,MCF0458,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,"Politiques sociales, travail social, classes sociales",Clermont-Ferrand,
0673021V,UNIVERSITE DE STRASBOURG,4853 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,"Problèmes publics, interventions sociales",Strasbourg,
0681166Y,UNIVERSITE DE MULHOUSE,4316 *,19 MCF 0165,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Inégalités territoriales et/ou environnement,"Fac des Sciences Eco, Soc. et Juridiques",
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4720,2877,26-I-1,MCF,Non,19,70,,01/09/2023,20/02/2023,22/03/2023,Sociologie de l'éducation et de la formation,Villeurbanne,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4756 *,2202,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Socio-anthropologie des techniques,Universite Paris 1 Pantheon-Sorbonne,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4386 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Sociologie de la production culturelle et médiatique,Campus Nation,S
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4387 *,,26-I-1,MCF,Non,19,71,,01/09/2023,23/02/2023,30/03/2023,"Communication, numérique",Campus Nation,S
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4388 *,,26-I-1,MCF,Non,19,71,,01/09/2023,23/02/2023,30/03/2023,Analyse genrée des représentations médiatiques,Campus Nation,S
0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,4282 *,0060,26-I-1,MCF,Non,19,5,,01/09/2023,23/02/2023,30/03/2023,ECONOMIE SOCIALE ET SOLIDAIRE,PARIS,
0755976N,UNIVERSITE PARIS CITE,368,5813,26-I-1,MCF,Non,19,,,01/09/2023,02/02/2023,06/03/2023,Racisme santé et inégalités,Campus Grands Moulins,S
0772894C,UNIVERSITE GUSTAVE EIFFEL,84 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Sociologie des sciences et des techniques,CHAMPS-SUR-MARNE,
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4293 *,,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,Sociologie quantitative et démographie,Guyancourt,
0911975C,UNIVERSITE D'EVRY VAL D'ESSONNE,4311 *,EPE-0097,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,SOCIOLOGIE DES RELATIONS FORMATION EMPLOI,EVRY,
0911975C,UNIVERSITE D'EVRY VAL D'ESSONNE,4312 *,EPE-0294,26-I-1,MCF,Non,19,,,01/09/2023,23/02/2023,30/03/2023,SOCIOLOGIE DU TRAVAIL,EVRY,
