"Périmètre";"Périmètre.ID";"Périmètre.label";"Année";"Qualification.Candidats.PR";"Qualification.Candidats.PR.femmes";"Qualification.Qualifiés.PR";"Qualification.Qualifiés.PR.femmes";"Qualification.Candidats.MCF";"Qualification.Candidats.MCF.femmes";"Qualification.Qualifiés.MCF";"Qualification.Qualifiés.MCF.femmes";"Concours.Postes.PR";"Concours.Candidats.PR";"Concours.Candidats.PR.femmes";"Concours.Recrutés.PR";"Concours.Recrutés.PR.femmes";"Concours.Postes.MCF";"Concours.Candidats.MCF";"Concours.Candidats.MCF.femmes";"Concours.Recrutés.MCF";"Concours.Recrutés.MCF.femmes";"Effectif.MCF";"Effectif.PR";"Effectif.ETU";"Effectif.EC";"Contexte.TauxEncadrement";"Contexte.EvolRéelle";"Contexte.EvolNécessaire";"kpi.MCF.TauxTension";"kpi.MCF.TauxRéussite";"kpi.MCF.SansPoste";"kpi.MCF.TauxSélection";"kpi.MCF.TauxSélection.Qualification";"kpi.MCF.TauxSélection.Concours";"kpi.MCF.TauxSélection.QualifVsConcours";"kpi.PériodeRenouvellement"
"Section";"33";"Chimie des matériaux";"2016";83;0,289;58;0,224;303;42,6;191;0,44;9;43;0,209;9;0,111;12;203;0,404;12;0,333;574;329;NA;903;NA;8;NA;16,9166666666667;0,0591133004926108;191;0,0396039603960396;0,63036303630363;0,06282722513089;0,615120274914089;75,25
"Section";"33";"Chimie des matériaux";"2017";71;0,394;37;0,432;222;45,5;146;0,459;5;22;0,227;5;0,2;12;188;0,441;10;0,5;577;331;NA;908;NA;13;NA;15,6666666666667;0,0531914893617021;178;0,045045045045045;0,657657657657658;0,0684931506849315;0,641509433962264;90,8
"Section";"33";"Chimie des matériaux";"2018";98;0,357;68;0,338;219;43,4;132;0,432;5;25;0,24;5;0,4;9;133;0,414;9;0,556;567;326;NA;893;NA;-2;NA;14,7777777777778;0,0676691729323308;124;0,0410958904109589;0,602739726027397;0,0681818181818182;0,585714285714286;99,2222222222222
"Section";"33";"Chimie des matériaux";"2019";70;0,357;48;0,375;261;44,8;166;0,434;5;17;0,176;5;0,4;3;72;0,417;3;0,333;NA;NA;NA;NA;NA;NA;NA;24;0,0416666666666667;69;0,0114942528735632;0,636015325670498;0,0180722891566265;0,631782945736434;NA
"Section";"34";"Astronomie, astrophysique";"2009";17,3907441016334;0,286;16;0,25;140,888262322473;21,3;121;0,198;5;16;0,063;5;0,2;11;90;0,2;11;0,182;118;73;NA;191;NA;0;NA;8,18181818181818;0,122222222222222;79;0,0780760570019849;0,858836627021834;0,0909090909090909;0,846881758467932;17,3636363636364
"Section";"34";"Astronomie, astrophysique";"2010";9,10943738656987;0;8;0;72,1622807017544;25;52;0,25;NA;NA;NA;NA;NA;7;58;0,172;7;0,143;123;73;NA;196;NA;5;NA;8,28571428571429;0,120689655172414;51;0,0970035859721631;0,720598067221783;0,134615384615385;0,690583563303493;28
"Section";"34";"Astronomie, astrophysique";"2011";17;0;13;0;101;28,7;78;0,256;3;13;0;3;0;4;34;0,235;4;0,25;120;71;NA;191;NA;0;NA;8,5;0,117647058823529;30;0,0396039603960396;0,772277227722772;0,0512820512820513;0,762886597938144;47,75
"Section";"34";"Astronomie, astrophysique";"2012";9;0;5;0;75;41,3;61;0,393;3;7;0;3;0;5;51;0,176;5;0;125;70;NA;195;NA;4;NA;10,2;0,0980392156862745;46;0,0666666666666667;0,813333333333333;0,0819672131147541;0,8;39
"Section";"34";"Astronomie, astrophysique";"2013";20;0,15;15;0,2;112;30,4;92;0,293;1;6;0,167;0;0;9;82;0,22;8;0;122;73;NA;195;NA;4;NA;9,11111111111111;0,0975609756097561;74;0,0714285714285714;0,821428571428571;0,0869565217391304;0,807692307692308;24,375
"Section";"34";"Astronomie, astrophysique";"2014";17;0,294;16;0,25;80;28,8;72;0,306;5;40;0,1;5;0;4;24;0,333;4;0,25;119;74;NA;193;NA;2;NA;6;0,166666666666667;20;0,05;0,9;0,0555555555555556;0,894736842105263;48,25
"Section";"34";"Astronomie, astrophysique";"2015";18;0,167;16;0,125;76;32,9;67;0,358;5;15;0,133;5;0,2;1;24;0,417;1;1;118;71;NA;189;NA;-2;NA;24;0,0416666666666667;23;0,0131578947368421;0,881578947368421;0,0149253731343284;0,88;189
"Section";"34";"Astronomie, astrophysique";"2016";16;0,063;13;0;77;29,9;69;0,275;0;0;0;0;0;2;41;0,341;2;0;116;69;NA;185;NA;-6;NA;20,5;0,0487804878048781;39;0,025974025974026;0,896103896103896;0,0289855072463768;0,893333333333333;92,5
"Section";"34";"Astronomie, astrophysique";"2017";10;0,2;8;0,25;69;27,5;57;0,263;4;11;0,182;3;0;0;0;0;0;0;113;74;NA;187;NA;-4;NA;NA;NA;0;0;0,826086956521739;0;0,826086956521739;Inf
"Section";"34";"Astronomie, astrophysique";"2018";22;0,182;19;0,211;68;23,5;57;0,263;3;19;0,053;3;0,333;2;25;0,12;2;0;112;76;NA;188;NA;-3;NA;12,5;0,08;23;0,0294117647058824;0,838235294117647;0,0350877192982456;0,833333333333333;94
"Section";"34";"Astronomie, astrophysique";"2019";23;0,261;20;0,25;78;26,9;63;0,286;2;8;0,25;2;0,5;4;37;0,135;4;0,25;NA;NA;NA;NA;NA;NA;NA;9,25;0,108108108108108;33;0,0512820512820513;0,807692307692308;0,0634920634920635;0,797297297297297;NA
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2009";68,335561577838;0,233;48;0,188;203,248127615889;41,1;141;0,39;16;45;0,178;13;0,231;29;163;0,405;28;0,321;354;180;NA;534;NA;0;NA;5,62068965517241;0,171779141104294;135;0,137762646713854;0,693733328094764;0,198581560283688;0,644800041730972;19,0714285714286
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2010";62,7189400782897;0,149;53;0,151;175,689059464582;39,2;121;0,38;12;45;0,133;11;0,273;31;210;0,352;29;0,241;357;181;NA;538;NA;4;NA;6,7741935483871;0,138095238095238;181;0,165064347708266;0,688716761127593;0,239669421487603;0,627176971042025;18,551724137931
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2011";38;0,316;32;0,25;203;38,9;152;0,375;19;54;0,185;17;0,235;22;174;0,339;20;0,4;352;185;NA;537;NA;3;NA;7,90909090909091;0,114942528735632;154;0,0985221674876847;0,748768472906404;0,131578947368421;0,721311475409836;26,85
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2012";45;0,178;37;0,162;199;41,2;170;0,406;14;38;0,158;13;0;27;190;0,337;24;0,292;351;193;NA;544;NA;10;NA;7,03703703703704;0,126315789473684;166;0,120603015075377;0,85427135678392;0,141176470588235;0,834285714285714;22,6666666666667
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2013";53;0,358;48;0,396;175;45,1;135;0,481;17;53;0,264;15;0,4;17;176;0,392;16;0,313;350;195;NA;545;NA;11;NA;10,3529411764706;0,0909090909090909;160;0,0914285714285714;0,771428571428571;0,118518518518519;0,748427672955975;34,0625
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2014";41;0,39;40;0,375;150;48;133;0,496;11;34;0,265;11;0,273;12;181;0,431;12;0,333;338;196;NA;534;NA;0;NA;15,0833333333333;0,0662983425414365;169;0,08;0,886666666666667;0,0902255639097744;0,876811594202899;44,5
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2015";55;0,273;51;0,294;150;46;130;0,462;11;43;0,186;11;0,273;12;133;0,346;12;0,25;336;189;NA;525;NA;-9;NA;11,0833333333333;0,0902255639097744;121;0,08;0,866666666666667;0,0923076923076923;0,855072463768116;43,75
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2016";29;0,138;22;0,136;160;48,1;140;0,493;9;35;0,2;9;0,111;14;151;0,404;13;0,462;330;179;NA;509;NA;-25;NA;10,7857142857143;0,0860927152317881;138;0,08125;0,875;0,0928571428571429;0,863945578231292;39,1538461538462
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2017";49;0,245;40;0,25;180;41,7;164;0,409;4;29;0,207;3;0,333;14;158;0,361;13;0,231;326;177;NA;503;NA;-31;NA;11,2857142857143;0,0822784810126582;145;0,0722222222222222;0,911111111111111;0,0792682926829268;0,904191616766467;38,6923076923077
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2018";52;0,231;45;0,244;162;42;146;0,432;8;36;0,167;7;0,143;7;100;0,39;7;0,286;332;180;NA;512;NA;-22;NA;14,2857142857143;0,07;93;0,0432098765432099;0,901234567901235;0,0479452054794521;0,896774193548387;73,1428571428571
"Section";"35";"Structure et évolution de la Terre et des autres planètes";"2019";48;0,313;39;0,308;143;42;127;0,394;9;36;0,278;8;0,375;10;107;0,43;10;0,3;NA;NA;NA;NA;NA;NA;NA;10,7;0,0934579439252336;97;0,0699300699300699;0,888111888111888;0,078740157480315;0,879699248120301;NA
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2009";55,4456771614193;0,23;31;0,129;190,821526908636;41,8;128;0,414;5;9;0;5;0;7;52;0,346;7;0,143;283;117;NA;400;NA;0;NA;7,42857142857143;0,134615384615385;45;0,036683492231731;0,670783857951653;0,0546875;0,658247170692582;57,1428571428571
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2010";52,7188405797101;0,172;35;0,114;186,708994001122;38,3;143;0,42;2;6;0,167;2;0;8;62;0,355;8;0,5;276;126;NA;402;NA;2;NA;7,75;0,129032258064516;54;0,0428474270497753;0,765897758514733;0,0559440559440559;0,75541805131057;50,25
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2011";36;0,333;29;0,345;218;39,4;169;0,402;6;15;0,333;6;0,333;9;97;0,423;9;0,556;275;122;NA;397;NA;-3;NA;10,7777777777778;0,0927835051546392;88;0,0412844036697248;0,775229357798165;0,0532544378698225;0,76555023923445;44,1111111111111
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2012";42;0,214;29;0,207;194;40,2;161;0,385;2;6;0,5;2;0;13;83;0,349;10;0,3;271;122;NA;393;NA;-7;NA;6,38461538461539;0,120481927710843;73;0,0515463917525773;0,829896907216495;0,062111801242236;0,820652173913043;39,3
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2013";53;0,415;42;0,381;195;46,2;165;0,473;8;16;0,375;7;0,429;6;47;0,447;6;0,667;272;122;NA;394;NA;-6;NA;7,83333333333333;0,127659574468085;41;0,0307692307692308;0,846153846153846;0,0363636363636364;0,841269841269841;65,6666666666667
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2014";47;0,319;42;0,31;205;45,9;181;0,47;6;20;0,15;5;0,2;8;77;0,429;8;0,625;265;125;NA;390;NA;-10;NA;9,625;0,103896103896104;69;0,0390243902439024;0,882926829268293;0,0441988950276243;0,878172588832487;48,75
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2015";52;0,327;40;0,3;168;46,4;149;0,49;3;17;0,412;3;0,333;5;103;0,398;5;0,4;269;124;NA;393;NA;-7;NA;20,6;0,0485436893203883;98;0,0297619047619048;0,886904761904762;0,0335570469798658;0,883435582822086;78,6
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2016";39;0,308;23;0,348;181;47,5;151;0,477;2;2;1;2;1;6;109;0,358;6;0,667;268;125;NA;393;NA;-7;NA;18,1666666666667;0,055045871559633;103;0,0331491712707182;0,834254143646409;0,0397350993377483;0,828571428571429;65,5
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2017";45;0,422;39;0,462;185;37,8;156;0,333;5;14;0,357;4;0,5;4;56;0,357;4;0,25;266;124;NA;390;NA;-10;NA;14;0,0714285714285714;52;0,0216216216216216;0,843243243243243;0,0256410256410256;0,839779005524862;97,5
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2018";34;0,382;28;0,429;177;40,1;149;0,416;4;16;0,188;4;0,5;3;27;0,444;3;0,667;262;124;NA;386;NA;-14;NA;9;0,111111111111111;24;0,0169491525423729;0,84180790960452;0,0201342281879195;0,839080459770115;128,666666666667
"Section";"36";"Terre solide : géodynamique des enveloppes supérieures, paléobiosphère";"2019";31;0,323;26;0,385;177;44,6;147;0,422;2;3;0,333;2;0,5;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0,830508474576271;0;0,830508474576271;NA
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2009";25;0,333;14;0,429;113,913850129199;37,7;93;0,366;5;11;0,273;5;0,4;10;53;0,302;8;0,25;122;60;NA;182;NA;0;NA;5,3;0,150943396226415;45;0,0702285103253603;0,816406432532314;0,0860215053763441;0,802539043725752;22,75
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2010";13,1944444444444;0,421;12;0,333;80,4900258397933;36,4;62;0,403;3;7;0,286;2;0;9;56;0,446;7;0,286;123;65;NA;188;NA;6;NA;6,22222222222222;0,125;49;0,0869672972143498;0,770281775327098;0,112903225806452;0,748400879867682;26,8571428571429
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2011";17;0,176;13;0,154;93;37,6;70;0,4;5;7;0,286;4;0,5;5;32;0,25;5;0,4;121;64;NA;185;NA;3;NA;6,4;0,15625;27;0,0537634408602151;0,752688172043011;0,0714285714285714;0,738636363636364;37
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2012";16;0,125;10;0,2;93;39,8;76;0,382;2;5;0,4;1;0;3;16;0,375;3;0;128;59;NA;187;NA;5;NA;5,33333333333333;0,1875;13;0,032258064516129;0,817204301075269;0,0394736842105263;0,811111111111111;62,3333333333333
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2013";14;0,429;12;0,5;91;44;71;0,394;2;19;0,211;2;0;4;30;0,3;4;0,5;127;58;NA;185;NA;3;NA;7,5;0,133333333333333;26;0,043956043956044;0,78021978021978;0,0563380281690141;0,770114942528736;46,25
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2014";22;0,273;18;0,333;101;47,5;85;0,494;2;10;0,1;2;0;2;11;0,364;1;1;128;57;NA;185;NA;3;NA;5,5;0,0909090909090909;10;0,0099009900990099;0,841584158415842;0,0117647058823529;0,84;185
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2015";20;0,05;14;0,071;80;35;71;0,324;2;4;0,5;2;0,5;3;71;0,451;3;0,333;129;62;NA;191;NA;9;NA;23,6666666666667;0,0422535211267606;68;0,0375;0,8875;0,0422535211267606;0,883116883116883;63,6666666666667
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2016";15;0,133;12;0,167;71;49,3;56;0,5;5;8;0,5;4;0,5;2;6;0;2;0;132;59;NA;191;NA;9;NA;3;0,333333333333333;4;0,028169014084507;0,788732394366197;0,0357142857142857;0,782608695652174;95,5
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2017";12;0,25;11;0,273;75;41,3;57;0,404;0;0;0;0;0;4;29;0,483;3;0,667;132;59;NA;191;NA;9;NA;7,25;0,103448275862069;26;0,04;0,76;0,0526315789473684;0,75;63,6666666666667
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2018";18;0,333;16;0,375;88;42;68;0,471;1;1;0;1;0;2;7;0,143;2;0;132;60;NA;192;NA;10;NA;3,5;0,285714285714286;5;0,0227272727272727;0,772727272727273;0,0294117647058824;0,767441860465116;96
"Section";"37";"Météorologie, océanographie physique et physique de l'environnement";"2019";23;0,174;18;0,222;86;45,3;62;0,387;1;1;1;1;1;1;11;0,091;1;1;NA;NA;NA;NA;NA;NA;NA;11;0,0909090909090909;10;0,0116279069767442;0,720930232558139;0,0161290322580645;0,717647058823529;NA
"Section";"4";"Science politique";"2009";2,69565217391304;0,15;1;1;269,609078744321;44,2;101;0,416;8;8;0,125;6;0;16;243;0,436;16;0,375;224;124;NA;348;NA;0;NA;15,1875;0,065843621399177;227;0,0593451825677329;0,374616464958814;0,158415841584158;0,335161502974796;21,75
"Section";"4";"Science politique";"2010";2,69565217391304;0,15;0;NA;202,005608253208;45;66;0,576;8;5;0;4;0;17;232;0,466;16;0,563;220;129;NA;349;NA;1;NA;13,6470588235294;0,0689655172413793;216;0,0792057217537469;0,326723602234206;0,242424242424242;0,268809099196275;21,8125
"Section";"4";"Science politique";"2011";2;0,5;0;0;258;43,4;101;0,545;11;10;0,2;7;0,286;11;233;0,524;11;0,273;230;130;NA;360;NA;12;NA;21,1818181818182;0,0472103004291846;222;0,0426356589147287;0,391472868217054;0,108910891089109;0,364372469635628;32,7272727272727
"Section";"4";"Science politique";"2012";7;0,286;0;0;291;47,8;105;0,486;14;23;0,174;7;0,143;21;309;0,469;21;0,476;232;131;NA;363;NA;15;NA;14,7142857142857;0,0679611650485437;288;0,0721649484536082;0,360824742268041;0,2;0,311111111111111;17,2857142857143
"Section";"4";"Science politique";"2013";0;0;0;0;295;39,3;100;0,42;6;14;0,214;5;0,2;16;300;0,493;15;0,467;242;128;NA;370;NA;22;NA;18,75;0,05;285;0,0508474576271186;0,338983050847458;0,15;0,303571428571429;24,6666666666667
"Section";"4";"Science politique";"2014";4;0,25;1;0;277;44,4;103;0,476;9;18;0,222;8;0,125;20;333;0,432;20;0,55;240;129;NA;369;NA;21;NA;16,65;0,0600600600600601;313;0,0722021660649819;0,371841155234657;0,194174757281553;0,32295719844358;18,45
"Section";"4";"Science politique";"2015";36;0,25;11;0,364;290;50,7;106;0,538;8;21;0,238;5;0,2;20;366;0,492;20;0,5;258;129;NA;387;NA;39;NA;18,3;0,0546448087431694;346;0,0689655172413793;0,36551724137931;0,188679245283019;0,318518518518519;19,35
"Section";"4";"Science politique";"2016";21;0,524;8;0,5;272;43;123;0,488;7;10;0,2;3;0,333;26;449;0,457;26;0,423;262;130;NA;392;NA;44;NA;17,2692307692308;0,0579064587973274;423;0,0955882352941176;0,452205882352941;0,211382113821138;0,394308943089431;15,0769230769231
"Section";"4";"Science politique";"2017";28;0,429;10;0,5;315;40,6;132;0,455;14;30;0,467;7;0,286;16;359;0,44;16;0,313;265;127;NA;392;NA;44;NA;22,4375;0,0445682451253482;343;0,0507936507936508;0,419047619047619;0,121212121212121;0,387959866220736;24,5
"Section";"4";"Science politique";"2018";35;0,486;6;0,667;339;42,8;120;0,508;4;14;0,357;3;0,667;24;399;0,446;20;0,4;270;129;NA;399;NA;51;NA;16,625;0,050125313283208;379;0,0589970501474926;0,353982300884956;0,166666666666667;0,313479623824451;19,95
"Section";"4";"Science politique";"2019";30;0,333;7;0,429;294;43,5;100;0,48;3;4;0,25;2;0,5;13;454;0,447;13;0,615;NA;NA;NA;NA;NA;NA;NA;34,9230769230769;0,0286343612334802;441;0,0442176870748299;0,340136054421769;0,13;0,309608540925267;NA
"Section";"5";"Sciences économiques";"2009";15,110119047619;0,407;4;0,25;325,421271986099;35,2;131;0,435;54;46;0,304;34;0,265;97;286;0,427;90;0,4;1277;531;NA;1808;NA;0;NA;2,94845360824742;0,314685314685315;196;0,276564587959218;0,402555122473973;0,687022900763359;0,174155885125032;20,0888888888889
"Section";"5";"Sciences économiques";"2010";9,51377865961199;0,235;8;0,25;275,166341375587;41;128;0,469;46;46;0,239;27;0,259;88;267;0,483;85;0,506;1271;544;NA;1815;NA;7;NA;3,03409090909091;0,318352059925094;182;0,308904059904549;0,465173172562145;0,6640625;0,226117827628987;21,3529411764706
"Section";"5";"Sciences économiques";"2011";11;0,273;7;0,429;315;41,6;173;0,428;52;55;0,291;34;0,294;89;328;0,47;80;0,425;1271;539;NA;1810;NA;2;NA;3,68539325842697;0,24390243902439;248;0,253968253968254;0,549206349206349;0,46242774566474;0,395744680851064;22,625
"Section";"5";"Sciences économiques";"2012";16;0,313;7;0,143;313;40,3;191;0,408;38;60;0,283;19;0,158;87;309;0,417;82;0,39;1270;536;NA;1806;NA;-2;NA;3,55172413793103;0,26537216828479;227;0,261980830670927;0,610223642172524;0,429319371727749;0,471861471861472;22,0243902439024
"Section";"5";"Sciences économiques";"2013";18;0,222;5;0,4;316;38;166;0,367;27;33;0,121;19;0,053;72;395;0,41;72;0,5;1269;540;NA;1809;NA;1;NA;5,48611111111111;0,182278481012658;323;0,227848101265823;0,525316455696203;0,433734939759036;0,385245901639344;25,125
"Section";"5";"Sciences économiques";"2014";8;0,25;3;0;308;38,3;185;0,384;29;35;0,314;22;0,364;52;329;0,383;50;0,44;1231;545;NA;1776;NA;-32;NA;6,32692307692308;0,151975683890578;279;0,162337662337662;0,600649350649351;0,27027027027027;0,523255813953488;35,52
"Section";"5";"Sciences économiques";"2015";207;0,357;120;0,333;302;36,4;178;0,41;58;129;0,372;48;0,333;54;343;0,353;54;0,37;1228;554;NA;1782;NA;-26;NA;6,35185185185185;0,157434402332362;289;0,178807947019868;0,589403973509934;0,303370786516854;0,5;33
"Section";"5";"Sciences économiques";"2016";143;0,343;73;0,329;294;39,8;179;0,425;56;135;0,341;53;0,264;57;331;0,402;55;0,491;1185;547;NA;1732;NA;-76;NA;5,80701754385965;0,166163141993958;276;0,187074829931973;0,608843537414966;0,307262569832402;0,518828451882845;31,4909090909091
"Section";"5";"Sciences économiques";"2017";112;0,393;60;0,433;290;36,6;185;0,378;40;129;0,372;33;0,485;57;461;0,447;56;0,464;1168;548;NA;1716;NA;-92;NA;8,08771929824561;0,121475054229935;405;0,193103448275862;0,637931034482759;0,302702702702703;0,551282051282051;30,6428571428571
"Section";"5";"Sciences économiques";"2018";99;0,374;46;0,413;291;37,1;152;0,329;28;105;0,305;28;0,25;39;392;0,37;37;0,405;1179;559;NA;1738;NA;-70;NA;10,0512820512821;0,0943877551020408;355;0,127147766323024;0,52233676975945;0,243421052631579;0,452755905511811;46,972972972973
"Section";"5";"Sciences économiques";"2019";99;0,364;45;0,422;288;37,8;143;0,35;22;96;0,385;21;0,286;47;341;0,352;46;0,196;NA;NA;NA;NA;NA;NA;NA;7,25531914893617;0,134897360703812;295;0,159722222222222;0,496527777777778;0,321678321678322;0,400826446280992;NA
"Section";"6";"Sciences de gestion";"2009";9,37288854935914;0,226;0;NA;349,703193926159;48,9;163;0,564;37;20;0,25;17;0,294;126;316;0,541;100;0,65;1523;409;NA;1932;NA;0;NA;2,50793650793651;0,316455696202532;216;0,285956782027891;0,466109554705463;0,613496932515337;0,252299536139013;19,32
"Section";"6";"Sciences de gestion";"2010";9,07053730583142;0,267;3;0,333;334,961607296953;48,2;180;0,572;43;22;0,273;15;0,333;159;354;0,517;126;0,54;1536;422;NA;1958;NA;26;NA;2,22641509433962;0,355932203389831;228;0,376162513121384;0,537375018744835;0,7;0,25842067688186;15,5396825396825
"Section";"6";"Sciences de gestion";"2011";4;0;1;0;296;46,6;134;0,522;46;26;0,192;23;0,174;121;409;0,501;101;0,535;1567;427;NA;1994;NA;62;NA;3,3801652892562;0,246943765281174;308;0,341216216216216;0,452702702702703;0,753731343283582;0,169230769230769;19,7425742574257
"Section";"6";"Sciences de gestion";"2012";12;0,167;1;0;332;45,2;169;0,515;46;28;0,286;13;0,231;134;325;0,498;103;0,544;1590;444;NA;2034;NA;102;NA;2,42537313432836;0,316923076923077;222;0,310240963855422;0,509036144578313;0,609467455621302;0,2882096069869;19,747572815534
"Section";"6";"Sciences de gestion";"2013";12;0,167;2;0;383;49,3;198;0,535;26;19;0,263;16;0,313;121;418;0,493;111;0,541;1620;440;NA;2060;NA;128;NA;3,45454545454545;0,26555023923445;307;0,289817232375979;0,516971279373368;0,560606060606061;0,319852941176471;18,5585585585586
