"Périmètre";"Périmètre.ID";"Périmètre.label";"Année";"Qualification.Candidats.PR";"Qualification.Candidats.PR.femmes";"Qualification.Qualifiés.PR";"Qualification.Qualifiés.PR.femmes";"Qualification.Candidats.MCF";"Qualification.Candidats.MCF.femmes";"Qualification.Qualifiés.MCF";"Qualification.Qualifiés.MCF.femmes";"Concours.Postes.PR";"Concours.Candidats.PR";"Concours.Candidats.PR.femmes";"Concours.Recrutés.PR";"Concours.Recrutés.PR.femmes";"Concours.Postes.MCF";"Concours.Candidats.MCF";"Concours.Candidats.MCF.femmes";"Concours.Recrutés.MCF";"Concours.Recrutés.MCF.femmes";"Effectif.MCF";"Effectif.PR";"Effectif.ETU";"Effectif.EC";"Contexte.TauxEncadrement";"Contexte.EvolRéelle";"Contexte.EvolNécessaire";"kpi.MCF.TauxTension";"kpi.MCF.TauxRéussite";"kpi.MCF.SansPoste";"kpi.MCF.TauxSélection";"kpi.MCF.TauxSélection.Qualification";"kpi.MCF.TauxSélection.Concours";"kpi.MCF.TauxSélection.QualifVsConcours";"kpi.PériodeRenouvellement"
"Section";"26";"Mathématiques appliquées et applications des mathématiques";"2015";127;0,157;98;0,173;411;31,9;284;0,331;19;129;0,178;19;0,263;48;493;0,28;47;0,277;1183;649;NA;1832;NA;57;NA;10,2708333333333;0,0953346855983773;446;0,114355231143552;0,690997566909976;0,165492957746479;0,651098901098901;38,9787234042553
"Section";"26";"Mathématiques appliquées et applications des mathématiques";"2016";99;0,192;78;0,218;436;31;291;0,309;19;126;0,206;18;0,111;50;577;0,326;50;0,38;1147;629;NA;1776;NA;1;NA;11,54;0,0866551126516465;527;0,114678899082569;0,667431192660551;0,171821305841924;0,624352331606218;35,52
"Section";"26";"Mathématiques appliquées et applications des mathématiques";"2017";136;0,191;111;0,207;408;29,2;290;0,307;27;132;0,182;26;0,192;31;430;0,26;30;0,367;1144;631;NA;1775;NA;0;NA;13,8709677419355;0,0697674418604651;400;0,0735294117647059;0,71078431372549;0,103448275862069;0,687830687830688;59,1666666666667
"Section";"26";"Mathématiques appliquées et applications des mathématiques";"2018";121;0,264;98;0,255;330;31,8;244;0,307;26;163;0,178;26;0,192;30;457;0,278;29;0,414;1161;631;NA;1792;NA;17;NA;15,2333333333333;0,0634573304157549;428;0,0878787878787879;0,739393939393939;0,118852459016393;0,714285714285714;61,7931034482759
"Section";"26";"Mathématiques appliquées et applications des mathématiques";"2019";117;0,179;102;0,176;402;29,4;266;0,323;19;151;0,139;19;0,158;41;365;0,288;39;0,359;NA;NA;NA;NA;NA;NA;NA;8,90243902439024;0,106849315068493;326;0,0970149253731343;0,661691542288557;0,146616541353383;0,62534435261708;NA
"Section";"27";"Informatique";"2009";183,902153110048;0,186;117;0,171;759,252187354067;24;466;0,215;74;176;0,188;60;0,217;141;689;0,238;131;0,16;2408;909;NA;3317;NA;0;NA;4,88652482269504;0,190130624092888;558;0,172538192423949;0,613761814271451;0,281115879828326;0,533225361953579;25,3206106870229
"Section";"27";"Informatique";"2010";178,647805878332;0,196;121;0,207;686,670614126879;26,7;440;0,264;53;157;0,172;47;0,149;139;684;0,254;134;0,291;2418;928;NA;3346;NA;29;NA;4,92086330935252;0,195906432748538;550;0,195144509235166;0,640773015399053;0,304545454545455;0,553675176820149;24,9701492537313
"Section";"27";"Informatique";"2011";204;0,176;136;0,184;709;21,2;450;0,204;69;229;0,197;58;0,19;108;647;0,204;102;0,225;2443;954;NA;3397;NA;80;NA;5,99074074074074;0,157650695517774;545;0,143864598025388;0,634696755994358;0,226666666666667;0,57331136738056;33,3039215686275
"Section";"27";"Informatique";"2012";179;0,223;128;0,258;669;21,7;450;0,2;70;232;0,185;65;0,123;119;677;0,242;117;0,205;2459;978;NA;3437;NA;120;NA;5,6890756302521;0,172821270310192;560;0,174887892376682;0,672645739910314;0,26;0,603260869565217;29,3760683760684
"Section";"27";"Informatique";"2013";172;0,227;120;0,267;652;23,5;449;0,227;41;190;0,237;40;0,075;97;674;0,24;94;0,202;2479;972;NA;3451;NA;134;NA;6,94845360824742;0,13946587537092;580;0,144171779141104;0,688650306748466;0,209354120267261;0,636200716845878;36,7127659574468
"Section";"27";"Informatique";"2014";170;0,135;103;0,155;625;27,5;435;0,29;33;161;0,193;33;0,121;94;602;0,239;90;0,267;2434;973;NA;3407;NA;90;NA;6,40425531914894;0,149501661129568;512;0,144;0,696;0,206896551724138;0,644859813084112;37,8555555555556
"Section";"27";"Informatique";"2015";185;0,205;127;0,244;627;26,6;410;0,237;32;208;0,26;31;0,29;52;535;0,234;50;0,16;2438;987;NA;3425;NA;108;NA;10,2884615384615;0,0934579439252336;485;0,0797448165869219;0,653907496012759;0,121951219512195;0,623916811091854;68,5
"Section";"27";"Informatique";"2016";171;0,228;121;0,256;607;26;406;0,246;32;165;0,194;31;0,226;73;564;0,232;70;0,186;2403;968;NA;3371;NA;54;NA;7,72602739726027;0,124113475177305;494;0,115321252059308;0,668863261943987;0,172413793103448;0,625698324022346;48,1571428571429
"Section";"27";"Informatique";"2017";188;0,202;125;0,224;553;26,8;365;0,236;31;178;0,213;31;0,258;74;602;0,272;73;0,26;2372;970;NA;3342;NA;25;NA;8,13513513513514;0,121262458471761;529;0,132007233273056;0,66003616636528;0,2;0,608333333333333;45,7808219178082
"Section";"27";"Informatique";"2018";204;0,181;139;0,187;566;29,7;382;0,296;34;161;0,18;31;0,065;68;558;0,292;66;0,182;2385;982;NA;3367;NA;50;NA;8,20588235294118;0,118279569892473;492;0,11660777385159;0,674911660777385;0,172774869109948;0,632;51,0151515151515
"Section";"27";"Informatique";"2019";174;0,23;123;0,268;570;28,8;327;0,269;41;214;0,234;35;0,286;66;468;0,308;64;0,297;NA;NA;NA;NA;NA;NA;NA;7,09090909090909;0,136752136752137;404;0,112280701754386;0,573684210526316;0,195718654434251;0,519762845849802;NA
"Section";"28";"Milieux denses et matériaux";"2009";197,796744960611;0,178;109;0,156;558,73533924587;29,1;373;0,322;32;124;0,21;30;0,267;43;405;0,257;43;0,256;898;515;NA;1413;NA;0;NA;9,41860465116279;0,106172839506173;362;0,0769595137082925;0,667579037516119;0,115281501340483;0,639863074891358;32,8604651162791
"Section";"28";"Milieux denses et matériaux";"2010";131,24830740377;0,204;75;0,187;435,313204606484;26,8;292;0,247;21;62;0,161;20;0,05;39;377;0,268;38;0,289;890;505;NA;1395;NA;-18;NA;9,66666666666667;0,10079575596817;339;0,087293469616552;0,670781398106136;0,13013698630137;0,639294131317816;36,7105263157895
"Section";"28";"Milieux denses et matériaux";"2011";117;0,179;74;0,176;475;28;335;0,287;33;102;0,186;32;0,219;42;440;0,259;39;0,282;888;506;NA;1394;NA;-19;NA;10,4761904761905;0,0886363636363636;401;0,0821052631578947;0,705263157894737;0,116417910447761;0,678899082568807;35,7435897435897
"Section";"28";"Milieux denses et matériaux";"2012";138;0,188;103;0,184;448;26,1;322;0,242;24;130;0,123;23;0,087;28;373;0,239;28;0,143;881;511;NA;1392;NA;-21;NA;13,3214285714286;0,0750670241286863;345;0,0625;0,71875;0,0869565217391304;0,7;49,7142857142857
"Section";"28";"Milieux denses et matériaux";"2013";145;0,262;105;0,238;439;29,2;314;0,264;16;78;0,205;16;0,25;36;466;0,238;36;0,194;876;501;NA;1377;NA;-36;NA;12,9444444444444;0,0772532188841202;430;0,082004555808656;0,715261958997722;0,114649681528662;0,689826302729528;38,25
"Section";"28";"Milieux denses et matériaux";"2014";129;0,279;95;0,242;434;27,2;320;0,231;10;70;0,129;10;0,1;25;351;0,236;25;0,16;865;510;NA;1375;NA;-38;NA;14,04;0,0712250712250712;326;0,0576036866359447;0,737327188940092;0,078125;0,721271393643032;55
"Section";"28";"Milieux denses et matériaux";"2015";105;0,257;81;0,247;416;30,3;304;0,273;12;63;0,143;12;0,333;19;274;0,23;19;0,316;873;496;NA;1369;NA;-44;NA;14,4210526315789;0,0693430656934307;255;0,0456730769230769;0,730769230769231;0,0625;0,717884130982368;72,0526315789474
"Section";"28";"Milieux denses et matériaux";"2016";107;0,168;74;0,216;402;23,9;271;0,236;13;80;0,075;13;0,077;16;251;0,227;16;0,188;858;490;NA;1348;NA;-65;NA;15,6875;0,0637450199203187;235;0,0398009950248756;0,674129353233831;0,0590405904059041;0,660621761658031;84,25
"Section";"28";"Milieux denses et matériaux";"2017";108;0,25;80;0,288;334;28,4;230;0,23;10;63;0,159;9;0,222;8;180;0,211;8;0;849;487;NA;1336;NA;-77;NA;22,5;0,0444444444444444;172;0,0239520958083832;0,688622754491018;0,0347826086956522;0,680981595092024;167
"Section";"28";"Milieux denses et matériaux";"2018";116;0,207;85;0,224;298;29,9;202;0,317;7;86;0,116;7;0,143;8;109;0,312;8;0,25;831;496;NA;1327;NA;-86;NA;13,625;0,073394495412844;101;0,0268456375838926;0,677852348993289;0,0396039603960396;0,668965517241379;165,875
"Section";"28";"Milieux denses et matériaux";"2019";126;0,175;96;0,177;324;30,9;230;0,27;15;76;0,263;14;0,286;8;162;0,247;8;0,25;NA;NA;NA;NA;NA;NA;NA;20,25;0,0493827160493827;154;0,0246913580246914;0,709876543209877;0,0347826086956522;0,70253164556962;NA
"Section";"29";"Constituants élémentaires";"2009";62,660736347912;0,128;46;0,13;163,72285618536;22,6;117;0,205;9;28;0,179;8;0,25;16;135;0,178;14;0,143;233;181;NA;414;NA;0;NA;8,4375;0,103703703703704;121;0,0855103577239686;0,714622275264595;0,11965811965812;0,687937717889137;29,5714285714286
"Section";"29";"Constituants élémentaires";"2010";80,334277369118;0,14;46;0,109;120,063427869264;25,2;99;0,273;10;38;0,132;10;0;12;128;0,25;11;0,455;228;180;NA;408;NA;-6;NA;10,6666666666667;0,0859375;117;0,0916182404185378;0,82456416376684;0,111111111111111;0,806869926236749;37,0909090909091
"Section";"29";"Constituants élémentaires";"2011";50;0,06;44;0,068;142;22,5;123;0,22;7;43;0,093;7;0,143;9;153;0,183;9;0,222;231;180;NA;411;NA;-3;NA;17;0,0588235294117647;144;0,0633802816901408;0,866197183098592;0,0731707317073171;0,857142857142857;45,6666666666667
"Section";"29";"Constituants élémentaires";"2012";49;0,184;40;0,175;127;25,2;111;0,261;6;45;0,089;5;0;7;93;0,204;7;0,143;231;180;NA;411;NA;-3;NA;13,2857142857143;0,0752688172043011;86;0,0551181102362205;0,874015748031496;0,0630630630630631;0,866666666666667;58,7142857142857
"Section";"29";"Constituants élémentaires";"2013";33;0,152;22;0,182;134;22,4;106;0,217;4;19;0,158;3;0;6;91;0,198;6;0,667;228;184;NA;412;NA;-2;NA;15,1666666666667;0,0659340659340659;85;0,0447761194029851;0,791044776119403;0,0566037735849057;0,78125;68,6666666666667
"Section";"29";"Constituants élémentaires";"2014";40;0,15;33;0,182;164;21,3;132;0,227;6;28;0,107;6;0,333;6;123;0,171;6;0;230;178;NA;408;NA;-6;NA;20,5;0,0487804878048781;117;0,0365853658536585;0,804878048780488;0,0454545454545455;0,79746835443038;68
"Section";"29";"Constituants élémentaires";"2015";53;0,226;39;0,179;117;24,8;95;0,253;2;28;0,214;2;0;5;64;0,188;5;0;224;179;NA;403;NA;-11;NA;12,8;0,078125;59;0,0427350427350427;0,811965811965812;0,0526315789473684;0,803571428571429;80,6
"Section";"29";"Constituants élémentaires";"2016";50;0,02;34;0,029;103;21,4;82;0,207;4;34;0,059;4;0,25;2;17;0,118;2;0;221;175;NA;396;NA;-18;NA;8,5;0,117647058823529;15;0,0194174757281553;0,796116504854369;0,024390243902439;0,792079207920792;198
"Section";"29";"Constituants élémentaires";"2017";41;0,098;20;0,2;96;22,9;77;0,234;0;0;0;0;0;2;54;0,315;2;0,5;221;173;NA;394;NA;-20;NA;27;0,037037037037037;52;0,0208333333333333;0,802083333333333;0,025974025974026;0,797872340425532;197
"Section";"29";"Constituants élémentaires";"2018";29;0,172;26;0,192;97;19,6;84;0,179;1;1;0;1;0;4;71;0,127;4;0;219;174;NA;393;NA;-21;NA;17,75;0,0563380281690141;67;0,0412371134020619;0,865979381443299;0,0476190476190476;0,860215053763441;98,25
"Section";"29";"Constituants élémentaires";"2019";40;0,175;35;0,2;112;22,3;100;0,23;2;24;0;2;0;4;45;0,156;4;0,5;NA;NA;NA;NA;NA;NA;NA;11,25;0,0888888888888889;41;0,0357142857142857;0,892857142857143;0,04;0,888888888888889;NA
"Section";"3";"Histoire du droit et des institutions";"2009";0;NA;NA;NA;55,1509259259259;43,3;28;0,393;12;10;0,5;8;0,5;10;69;0,42;10;0,4;160;109;NA;269;NA;0;NA;6,9;0,144927536231884;59;0,181320618504777;0,507697731813374;0,357142857142857;0,398662920657056;26,9
"Section";"3";"Histoire du droit et des institutions";"2010";0;0;NA;NA;34,5722222222222;42,9;13;0,615;6;5;0,2;5;0,2;8;61;0,377;8;0,5;165;110;NA;275;NA;6;NA;7,625;0,131147540983607;53;0,231399646472762;0,376024425518239;0,615384615384615;0,18816642274723;34,375
"Section";"3";"Histoire du droit et des institutions";"2011";0;0;0;0;43;41,9;21;0,524;5;6;0,333;4;0,5;11;64;0,375;11;0,727;158;118;NA;276;NA;7;NA;5,81818181818182;0,171875;53;0,255813953488372;0,488372093023256;0,523809523809524;0,3125;25,0909090909091
"Section";"3";"Histoire du droit et des institutions";"2012";0;0;0;0;51;41,2;17;0,412;4;4;0;2;0;10;61;0,328;10;0,4;162;109;NA;271;NA;2;NA;6,1;0,163934426229508;51;0,196078431372549;0,333333333333333;0,588235294117647;0,170731707317073;27,1
"Section";"3";"Histoire du droit et des institutions";"2013";0;0;0;0;49;40,8;22;0,273;7;7;0,286;7;0,286;16;65;0,431;15;0,4;157;114;NA;271;NA;2;NA;4,0625;0,230769230769231;50;0,306122448979592;0,448979591836735;0,681818181818182;0,205882352941176;18,0666666666667
"Section";"3";"Histoire du droit et des institutions";"2014";0;0;0;0;45;42,2;14;0,5;4;3;0;3;0;7;55;0,4;7;0,286;160;105;NA;265;NA;-4;NA;7,85714285714286;0,127272727272727;48;0,155555555555556;0,311111111111111;0,5;0,184210526315789;37,8571428571429
"Section";"3";"Histoire du droit et des institutions";"2015";13;0,308;3;0,667;34;32,4;15;0,333;11;12;0,5;9;0,556;7;50;0,3;7;0,143;160;104;NA;264;NA;-5;NA;7,14285714285714;0,14;43;0,205882352941176;0,441176470588235;0,466666666666667;0,296296296296296;37,7142857142857
"Section";"3";"Histoire du droit et des institutions";"2016";10;0,3;2;0,5;34;38,2;16;0,438;4;3;0;2;0;6;43;0,372;6;0,333;148;109;NA;257;NA;-12;NA;7,16666666666667;0,13953488372093;37;0,176470588235294;0,470588235294118;0,375;0,357142857142857;42,8333333333333
"Section";"3";"Histoire du droit et des institutions";"2017";10;0,4;3;0,333;30;30;9;0,333;6;6;0,333;6;0,333;4;44;0,341;4;0,25;150;109;NA;259;NA;-10;NA;11;0,0909090909090909;40;0,133333333333333;0,3;0,444444444444444;0,192307692307692;64,75
"Section";"3";"Histoire du droit et des institutions";"2018";2;0,5;0;0;43;34,9;13;0,385;2;3;0,333;1;0;4;37;0,351;4;0,25;152;108;NA;260;NA;-9;NA;9,25;0,108108108108108;33;0,0930232558139535;0,302325581395349;0,307692307692308;0,230769230769231;65
"Section";"3";"Histoire du droit et des institutions";"2019";1;0;0;0;45;42,2;21;0,476;2;2;0;2;0;6;55;0,364;6;0,5;NA;NA;NA;NA;NA;NA;NA;9,16666666666667;0,109090909090909;49;0,133333333333333;0,466666666666667;0,285714285714286;0,384615384615385;NA
"Section";"30";"Milieux dilués et optique";"2009";85,0759902432826;0,163;61;0,131;285,100496286805;26,4;232;0,28;16;46;0,087;16;0,063;20;201;0,269;19;0,211;414;230;NA;644;NA;0;NA;10,05;0,0945273631840796;182;0,0666431670497213;0,813748145028176;0,0818965517241379;0,800449465417107;33,8947368421053
"Section";"30";"Milieux dilués et optique";"2010";57,3338195117774;0,21;47;0,191;209,015394517014;23,8;168;0,232;13;54;0,167;13;0,077;13;151;0,205;13;0;400;228;NA;628;NA;-16;NA;11,6153846153846;0,0860927152317881;138;0,0621963756786431;0,803768547231695;0,0773809523809524;0,790754217962947;48,3076923076923
"Section";"30";"Milieux dilués et optique";"2011";50;0,22;41;0,22;228;23,2;198;0,212;9;49;0,143;8;0;12;110;0,191;11;0,273;390;234;NA;624;NA;-20;NA;9,16666666666667;0,1;99;0,0482456140350877;0,868421052631579;0,0555555555555556;0,861751152073733;56,7272727272727
"Section";"30";"Milieux dilués et optique";"2012";68;0,191;54;0,222;215;24,7;185;0,238;10;38;0,158;10;0,1;12;138;0,232;12;0,167;388;238;NA;626;NA;-18;NA;11,5;0,0869565217391304;126;0,0558139534883721;0,86046511627907;0,0648648648648649;0,852216748768473;52,1666666666667
"Section";"30";"Milieux dilués et optique";"2013";56;0,214;48;0,188;219;29,7;190;0,289;9;45;0,089;9;0;10;127;0,189;10;0,2;386;243;NA;629;NA;-15;NA;12,7;0,078740157480315;117;0,045662100456621;0,867579908675799;0,0526315789473684;0,861244019138756;62,9
"Section";"30";"Milieux dilués et optique";"2014";54;0,241;42;0,262;214;25,2;180;0,25;9;24;0,125;8;0,25;11;141;0,248;11;0,091;388;243;NA;631;NA;-13;NA;12,8181818181818;0,0780141843971631;130;0,0514018691588785;0,841121495327103;0,0611111111111111;0,832512315270936;57,3636363636364
"Section";"30";"Milieux dilués et optique";"2015";50;0,14;42;0,167;189;27,5;157;0,28;4;22;0,318;4;0;9;153;0,275;9;0,222;382;244;NA;626;NA;-18;NA;17;0,0588235294117647;144;0,0476190476190476;0,830687830687831;0,0573248407643312;0,822222222222222;69,5555555555556
"Section";"30";"Milieux dilués et optique";"2016";69;0,145;56;0,125;189;20,6;163;0,202;3;10;0,2;3;0,333;4;78;0,308;4;0,5;374;250;NA;624;NA;-20;NA;19,5;0,0512820512820513;74;0,0211640211640212;0,862433862433862;0,0245398773006135;0,859459459459459;156
"Section";"30";"Milieux dilués et optique";"2017";56;0,179;45;0,178;140;21,4;111;0,207;11;31;0,129;10;0,1;3;56;0,232;3;0;371;247;NA;618;NA;-26;NA;18,6666666666667;0,0535714285714286;53;0,0214285714285714;0,792857142857143;0,027027027027027;0,788321167883212;206
"Section";"30";"Milieux dilués et optique";"2018";50;0,24;43;0,256;151;25,8;120;0,258;3;19;0,263;3;0;10;145;0,269;10;0,2;366;247;NA;613;NA;-31;NA;14,5;0,0689655172413793;135;0,0662251655629139;0,794701986754967;0,0833333333333333;0,780141843971631;61,3
"Section";"30";"Milieux dilués et optique";"2019";54;0,111;47;0,106;138;34,8;108;0,324;3;9;0;3;0;3;66;0,303;3;0,333;NA;NA;NA;NA;NA;NA;NA;22;0,0454545454545455;63;0,0217391304347826;0,782608695652174;0,0277777777777778;0,777777777777778;NA
"Section";"31";"Chimie théorique, physique, analytique";"2009";129,070712984647;0,267;80;0,238;471,369234432639;42,8;294;0,439;25;89;0,337;22;0,409;52;400;0,445;51;0,431;678;333;NA;1011;NA;0;NA;7,69230769230769;0,1275;349;0,10819543634702;0,623714868353408;0,173469387755102;0,578063236069049;19,8235294117647
"Section";"31";"Chimie théorique, physique, analytique";"2010";111,000813166797;0,364;75;0,333;399,674962761941;44,1;264;0,424;28;82;0,28;27;0,333;43;381;0,37;42;0,286;686;336;NA;1022;NA;11;NA;8,86046511627907;0,110236220472441;339;0,105085391663667;0,660536747600191;0,159090909090909;0,620675258580393;24,3333333333333
"Section";"31";"Chimie théorique, physique, analytique";"2011";107;0,364;80;0,338;379;45,6;256;0,438;25;87;0,195;22;0,136;39;360;0,411;36;0,361;686;338;NA;1024;NA;13;NA;9,23076923076923;0,1;324;0,0949868073878628;0,675461741424802;0,140625;0,641399416909621;28,4444444444444
"Section";"31";"Chimie théorique, physique, analytique";"2012";108;0,407;83;0,422;444;41,9;343;0,391;26;76;0,25;23;0,174;38;397;0,423;37;0,459;686;338;NA;1024;NA;13;NA;10,4473684210526;0,0931989924433249;360;0,0833333333333333;0,772522522522523;0,107871720116618;0,751842751842752;27,6756756756757
"Section";"31";"Chimie théorique, physique, analytique";"2013";122;0,402;75;0,36;355;43,9;261;0,433;14;43;0,233;13;0,385;28;381;0,42;26;0,346;677;334;NA;1011;NA;0;NA;13,6071428571429;0,068241469816273;355;0,0732394366197183;0,735211267605634;0,0996168582375479;0,714285714285714;38,8846153846154
"Section";"31";"Chimie théorique, physique, analytique";"2014";102;0,353;78;0,372;321;48,3;278;0,489;13;55;0,309;13;0,462;11;222;0,401;10;0,5;666;330;NA;996;NA;-15;NA;20,1818181818182;0,045045045045045;212;0,0311526479750779;0,866043613707165;0,0359712230215827;0,861736334405145;99,6
"Section";"31";"Chimie théorique, physique, analytique";"2015";78;0,436;62;0,452;282;44,7;247;0,421;10;40;0,325;9;0,333;13;256;0,391;13;0,538;683;326;NA;1009;NA;-2;NA;19,6923076923077;0,05078125;243;0,0460992907801418;0,875886524822695;0,0526315789473684;0,869888475836431;77,6153846153846
"Section";"31";"Chimie théorique, physique, analytique";"2016";76;0,263;60;0,267;298;48;239;0,498;11;47;0,255;10;0,1;25;352;0,372;25;0,36;668;326;NA;994;NA;-17;NA;14,08;0,0710227272727273;327;0,0838926174496644;0,802013422818792;0,104602510460251;0,783882783882784;39,76
"Section";"31";"Chimie théorique, physique, analytique";"2017";79;0,43;53;0,396;211;44,1;171;0,468;12;67;0,224;11;0,182;14;190;0,432;13;0,308;663;324;NA;987;NA;-24;NA;13,5714285714286;0,068421052631579;177;0,0616113744075829;0,81042654028436;0,0760233918128655;0,797979797979798;75,9230769230769
"Section";"31";"Chimie théorique, physique, analytique";"2018";93;0,28;70;0,286;255;47,8;188;0,473;10;43;0,349;10;0,5;12;179;0,447;12;0,5;665;333;NA;998;NA;-13;NA;14,9166666666667;0,0670391061452514;167;0,0470588235294118;0,737254901960784;0,0638297872340425;0,724279835390947;83,1666666666667
"Section";"31";"Chimie théorique, physique, analytique";"2019";86;0,43;61;0,426;232;41,4;177;0,401;7;38;0,289;7;0,286;15;173;0,399;15;0,467;NA;NA;NA;NA;NA;NA;NA;11,5333333333333;0,0867052023121387;158;0,0646551724137931;0,762931034482759;0,0847457627118644;0,746543778801843;NA
"Section";"32";"Chimie organique, inorganique, industrielle";"2009";129,538919798237;0,291;61;0,246;486,23976305356;44,1;278;0,424;28;72;0,25;26;0,231;50;435;0,423;46;0,304;907;417;NA;1324;NA;0;NA;8,7;0,105747126436782;389;0,0946035340901008;0,571734401674957;0,165467625899281;0,526985564390681;28,7826086956522
"Section";"32";"Chimie organique, inorganique, industrielle";"2010";101,05873175749;0,318;47;0,298;435,413306985244;42,8;297;0,414;21;46;0,348;19;0,368;47;446;0,377;46;0,239;912;413;NA;1325;NA;1;NA;9,48936170212766;0,103139013452915;400;0,105646748186221;0,682110526332777;0,154882154882155;0,644559380734031;28,804347826087
"Section";"32";"Chimie organique, inorganique, industrielle";"2011";104;0,356;62;0,306;399;44,4;280;0,457;15;41;0,244;14;0,286;43;445;0,409;43;0,442;896;406;NA;1302;NA;-22;NA;10,3488372093023;0,0966292134831461;402;0,107769423558897;0,701754385964912;0,153571428571429;0,665730337078652;30,2790697674419
"Section";"32";"Chimie organique, inorganique, industrielle";"2012";92;0,337;59;0,271;407;37,8;298;0,366;15;53;0,283;14;0,286;25;396;0,402;24;0,417;894;406;NA;1300;NA;-24;NA;15,84;0,0606060606060606;372;0,058968058968059;0,732186732186732;0,0805369127516778;0,715404699738903;54,1666666666667
"Section";"32";"Chimie organique, inorganique, industrielle";"2013";81;0,358;59;0,322;333;45;235;0,409;10;29;0,103;8;0;23;427;0,389;23;0,522;884;403;NA;1287;NA;-37;NA;18,5652173913043;0,053864168618267;404;0,0690690690690691;0,705705705705706;0,0978723404255319;0,683870967741935;55,9565217391304
"Section";"32";"Chimie organique, inorganique, industrielle";"2014";89;0,326;58;0,241;291;48,5;231;0,459;12;37;0,216;12;0,25;10;252;0,401;10;0,4;871;389;NA;1260;NA;-64;NA;25,2;0,0396825396825397;242;0,0343642611683849;0,793814432989691;0,0432900432900433;0,786476868327402;126
"Section";"32";"Chimie organique, inorganique, industrielle";"2015";62;0,355;46;0,304;226;46,9;185;0,465;10;32;0,281;10;0,3;16;280;0,396;16;0,375;862;388;NA;1250;NA;-74;NA;17,5;0,0571428571428571;264;0,0707964601769911;0,81858407079646;0,0864864864864865;0,804761904761905;78,125
"Section";"32";"Chimie organique, inorganique, industrielle";"2016";59;0,237;51;0,216;237;42,6;177;0,384;11;27;0,296;9;0,556;15;274;0,369;15;0,333;845;388;NA;1233;NA;-91;NA;18,2666666666667;0,0547445255474453;259;0,0632911392405063;0,746835443037975;0,0847457627118644;0,72972972972973;82,2
"Section";"32";"Chimie organique, inorganique, industrielle";"2017";76;0,342;60;0,367;203;41,9;173;0,416;11;58;0,31;10;0,5;15;217;0,364;15;0,267;832;392;NA;1224;NA;-100;NA;14,4666666666667;0,0691244239631336;202;0,0738916256157636;0,852216748768473;0,0867052023121387;0,840425531914894;81,6
"Section";"32";"Chimie organique, inorganique, industrielle";"2018";83;0,289;63;0,286;204;46,1;154;0,435;5;20;0,15;5;0;14;172;0,401;13;0,538;829;389;NA;1218;NA;-106;NA;12,2857142857143;0,0755813953488372;159;0,0637254901960784;0,754901960784314;0,0844155844155844;0,738219895287958;93,6923076923077
"Section";"32";"Chimie organique, inorganique, industrielle";"2019";68;0,471;56;0,464;176;44,9;117;0,453;4;27;0,185;4;0,25;11;135;0,326;10;0,2;NA;NA;NA;NA;NA;NA;NA;12,2727272727273;0,0740740740740741;125;0,0568181818181818;0,664772727272727;0,0854700854700855;0,644578313253012;NA
"Section";"33";"Chimie des matériaux";"2009";112,586505790167;0,3;67;0,224;437,977892070793;39,2;304;0,421;15;39;0,359;14;0,429;37;304;0,391;35;0,543;586;309;NA;895;NA;0;NA;8,21621621621622;0,115131578947368;269;0,0799127093710537;0,694098961394295;0,115131578947368;0,66753041616671;25,5714285714286
"Section";"33";"Chimie des matériaux";"2010";100,389634329566;0,299;56;0,321;369,518070899652;37,5;251;0,414;18;36;0,222;17;0,294;25;293;0,314;23;0,304;581;308;NA;889;NA;-6;NA;11,72;0,0784982935153584;270;0,0622432346650943;0,679263126127768;0,0916334661354582;0,65797434289084;38,6521739130435
"Section";"33";"Chimie des matériaux";"2011";85;0,341;52;0,346;380;41,3;228;0,439;20;49;0,245;20;0,3;37;347;0,38;32;0,406;578;315;NA;893;NA;-2;NA;9,37837837837838;0,0922190201729107;315;0,0842105263157895;0,6;0,140350877192982;0,563218390804598;27,90625
"Section";"33";"Chimie des matériaux";"2012";96;0,323;57;0,333;356;38,8;234;0,397;16;41;0,317;15;0,467;28;282;0,369;28;0,321;594;317;NA;911;NA;16;NA;10,0714285714286;0,099290780141844;254;0,0786516853932584;0,657303370786517;0,11965811965812;0,628048780487805;32,5357142857143
"Section";"33";"Chimie des matériaux";"2013";105;0,438;71;0,38;352;40,1;238;0,412;12;27;0,296;10;0,2;17;249;0,337;17;0,235;590;320;NA;910;NA;15;NA;14,6470588235294;0,0682730923694779;232;0,0482954545454545;0,676136363636364;0,0714285714285714;0,659701492537313;53,5294117647059
"Section";"33";"Chimie des matériaux";"2014";71;0,338;41;0,341;357;40,1;245;0,392;11;35;0,314;10;0,3;15;251;0,363;14;0,5;587;316;NA;903;NA;8;NA;16,7333333333333;0,0557768924302789;237;0,0392156862745098;0,686274509803922;0,0571428571428571;0,673469387755102;64,5
"Section";"33";"Chimie des matériaux";"2015";92;0,435;57;0,456;331;38,4;195;0,4;5;20;0,3;5;0,4;14;253;0,395;14;0,143;585;321;NA;906;NA;11;NA;18,0714285714286;0,0553359683794466;239;0,0422960725075529;0,589123867069486;0,0717948717948718;0,570977917981073;64,7142857142857
